days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,pH,yield_kg_per_m2,variety_Beefsteak,variety_Cherry,variety_Heirloom,variety_Roma
80.0,27.2,23.5,30.6,84.1,993.0,23181.0,12.6,7.5,244.0,85.0,150.0,0.2,5.8,16.87,1,0,0,0
69.0,25.4,23.5,27.0,62.8,799.0,27721.0,10.0,8.7,228.0,74.0,169.0,1.4,5.9,15.41,0,1,0,0
71.0,26.2,25.2,27.3,69.9,701.0,40691.0,15.4,6.0,,,,0.9,7.0,25.32,0,1,0,0
82.0,21.0,19.4,23.0,90.8,745.0,38055.0,13.3,6.2,168.0,57.0,220.0,3.4,6.9,13.15,1,0,0,0
70.0,21.1,19.9,22.8,86.3,900.0,21979.0,11.0,5.1,178.0,103.0,196.0,1.1,7.5,17.75,0,0,0,1
61.0,24.5,23.0,26.1,73.6,1075.0,46158.0,15.1,6.9,182.0,109.0,215.0,2.2,6.8,20.98,0,1,0,0
76.0,24.3,21.9,26.2,67.6,857.0,12758.0,10.0,8.2,210.0,73.0,180.0,1.5,5.9,15.99,0,0,0,1
67.0,,,,,,,10.0,7.5,229.0,94.0,196.0,3.7,6.4,16.63,0,0,0,1
74.0,26.9,24.4,28.3,61.4,596.0,29554.0,10.0,10.4,152.0,109.0,198.0,2.4,6.6,11.99,1,0,0,0
75.0,28.2,26.2,30.2,77.2,986.0,18293.0,10.0,7.2,229.0,72.0,246.0,0.6,6.9,16.42,0,1,0,0
90.0,27.8,26.6,30.1,90.8,873.0,25290.0,10.0,6.9,205.0,61.0,203.0,2.5,6.5,15.13,1,0,0,0
73.0,25.2,24.0,27.9,70.9,958.0,35549.0,11.3,9.7,241.0,55.0,177.0,4.5,5.6,14.12,0,1,0,0
72.0,27.5,26.1,28.6,73.8,872.0,39007.0,15.9,8.4,159.0,95.0,199.0,0.0,6.2,13.41,0,0,1,0
87.0,24.5,23.3,26.4,62.5,860.0,39960.0,15.6,7.6,166.0,108.0,160.0,0.7,6.0,17.75,0,0,1,0
83.0,26.0,23.6,27.5,81.2,631.0,25629.0,10.0,6.6,159.0,113.0,160.0,1.3,7.0,16.05,0,1,0,0
89.0,24.2,22.5,27.6,86.1,885.0,27499.0,10.7,5.9,175.0,96.0,174.0,1.4,7.1,21.74,0,1,0,0
79.0,24.3,23.1,25.6,82.5,1053.0,25609.0,11.9,7.7,167.0,92.0,175.0,1.6,5.9,12.42,0,0,1,0
79.0,26.6,23.5,28.3,84.7,668.0,32367.0,15.9,10.1,226.0,92.0,247.0,2.3,5.2,14.14,0,0,1,0
61.0,26.5,24.8,27.7,92.4,654.0,22900.0,10.0,10.0,180.0,54.0,176.0,0.9,7.0,11.68,0,1,0,0
68.0,26.2,25.1,27.6,74.8,839.0,37939.0,14.7,8.3,215.0,84.0,179.0,3.7,6.1,14.05,0,1,0,0
83.0,24.0,21.5,25.6,80.7,633.0,39603.0,14.6,4.3,232.0,81.0,224.0,0.2,6.6,23.44,0,0,1,0
60.0,19.9,18.3,21.5,64.8,1016.0,39059.0,14.7,3.7,,,,1.4,6.4,15.41,0,1,0,0
85.0,25.7,23.8,27.7,72.1,907.0,46541.0,15.7,9.1,174.0,102.0,230.0,1.5,5.9,17.67,0,1,0,0
64.0,25.9,24.8,28.9,68.5,935.0,30887.0,10.1,9.5,160.0,96.0,240.0,0.0,6.7,11.9,0,0,1,0
70.0,23.2,20.3,25.1,83.4,1051.0,30532.0,14.2,7.0,170.0,99.0,242.0,0.8,6.2,15.75,0,0,1,0
72.0,26.6,24.5,28.1,83.1,609.0,16986.0,10.0,10.4,166.0,50.0,211.0,0.2,5.7,12.18,0,0,1,0
89.0,24.4,22.3,25.6,62.9,899.0,41093.0,15.7,5.8,160.0,91.0,156.0,1.7,6.3,21.81,0,1,0,0
69.0,25.0,23.8,26.8,85.4,680.0,29277.0,10.0,8.7,210.0,90.0,182.0,0.9,,15.44,1,0,0,0
76.0,25.3,23.6,26.5,77.0,819.0,48008.0,14.9,4.6,230.0,98.0,194.0,0.2,7.4,28.24,0,1,0,0
76.0,22.9,21.9,24.0,69.5,801.0,31434.0,10.1,7.4,212.0,101.0,160.0,2.0,6.8,14.21,0,0,0,1
85.0,26.8,24.9,29.1,66.2,635.0,14302.0,11.7,7.8,201.0,103.0,180.0,1.0,6.4,13.74,1,0,0,0
89.0,27.6,25.3,29.4,85.0,857.0,36491.0,14.3,9.2,192.0,118.0,193.0,4.8,6.4,10.82,0,1,0,0
88.0,26.4,23.7,29.1,81.4,620.0,24578.0,13.8,6.7,240.0,96.0,156.0,2.4,6.1,18.78,1,0,0,0
62.0,26.0,24.0,27.5,75.0,675.0,33145.0,12.2,6.1,189.0,82.0,171.0,4.5,6.7,14.78,0,0,0,1
75.0,27.0,24.3,28.7,84.7,727.0,36356.0,15.4,7.5,225.0,80.0,215.0,5.1,5.5,17.95,0,1,0,0
90.0,22.0,19.3,23.6,71.1,817.0,18397.0,10.0,8.5,233.0,72.0,198.0,1.9,6.7,7.81,0,0,1,0
80.0,23.8,22.2,25.9,74.5,674.0,21252.0,10.0,9.3,194.0,83.0,185.0,1.3,6.8,12.25,0,0,1,0
71.0,21.9,20.8,24.1,82.5,966.0,33367.0,13.8,6.6,214.0,103.0,227.0,2.3,6.9,19.49,1,0,0,0
67.0,25.6,22.8,28.9,75.6,612.0,21588.0,11.5,11.6,221.0,104.0,177.0,0.0,6.5,9.57,0,0,1,0
89.0,23.3,22.1,25.8,70.5,859.0,21257.0,10.0,8.1,167.0,97.0,243.0,2.4,5.7,14.09,0,1,0,0
81.0,28.7,27.0,30.4,68.4,745.0,43836.0,14.5,6.3,,,,1.3,6.1,21.56,0,0,1,0
78.0,25.1,22.9,28.6,82.7,831.0,23855.0,10.0,4.7,231.0,93.0,162.0,0.4,6.9,21.98,0,0,1,0
71.0,27.0,24.2,30.4,64.8,1036.0,21459.0,11.2,9.6,156.0,88.0,174.0,3.4,7.0,11.31,1,0,0,0
85.0,24.7,22.2,27.5,74.0,898.0,40105.0,16.0,10.6,168.0,103.0,151.0,2.0,6.4,16.21,0,0,1,0
90.0,23.4,20.8,25.2,74.9,1084.0,34129.0,10.0,5.8,221.0,68.0,192.0,3.1,5.9,19.54,1,0,0,0
64.0,25.5,24.4,26.6,76.6,779.0,22975.0,10.0,10.8,226.0,117.0,154.0,0.0,6.7,13.44,0,1,0,0
60.0,28.3,27.2,29.4,64.4,782.0,23521.0,10.0,9.3,236.0,76.0,187.0,2.7,6.2,11.3,1,0,0,0
70.0,23.8,22.4,25.1,55.7,746.0,30840.0,10.0,4.0,225.0,84.0,180.0,1.0,7.8,23.15,1,0,0,0
83.0,,,,,,,11.6,8.8,163.0,69.0,214.0,1.3,7.1,15.79,0,0,1,0
70.0,24.1,23.0,25.2,79.0,646.0,26748.0,10.0,6.1,215.0,74.0,235.0,1.6,6.8,19.93,0,1,0,0
90.0,29.6,26.5,31.5,84.2,878.0,37816.0,14.7,7.1,175.0,84.0,150.0,3.1,6.1,18.14,1,0,0,0
78.0,26.3,24.6,27.8,70.8,691.0,20366.0,10.0,6.3,202.0,92.0,223.0,0.0,6.1,15.89,0,0,0,1
84.0,26.8,25.6,28.4,85.7,833.0,33743.0,15.8,6.5,178.0,117.0,237.0,0.9,6.6,18.27,0,1,0,0
62.0,21.8,18.7,24.6,79.0,778.0,20312.0,10.0,6.4,208.0,76.0,157.0,1.9,6.7,15.6,0,1,0,0
62.0,23.0,21.2,24.7,63.2,602.0,43638.0,15.6,7.2,239.0,64.0,171.0,2.8,6.5,18.24,0,0,1,0
72.0,25.7,24.4,28.4,70.2,467.0,23357.0,10.0,6.2,220.0,114.0,218.0,0.3,6.6,16.91,0,0,0,1
77.0,20.8,19.6,22.3,85.8,755.0,27843.0,10.7,6.2,188.0,116.0,153.0,0.7,6.8,13.42,0,0,1,0
61.0,24.8,21.7,26.0,76.4,761.0,27800.0,12.1,7.9,213.0,112.0,213.0,2.7,6.6,14.41,0,1,0,0
75.0,26.0,24.6,28.8,74.6,623.0,39764.0,14.9,5.1,,,,5.4,6.9,20.07,1,0,0,0
73.0,27.4,26.2,29.7,67.5,555.0,44108.0,14.8,7.8,231.0,73.0,242.0,4.7,7.2,17.86,0,0,0,1
64.0,22.2,18.7,24.7,88.3,787.0,28575.0,15.6,6.7,158.0,65.0,166.0,0.8,6.2,16.67,1,0,0,0
66.0,22.5,20.8,24.0,77.3,1063.0,31263.0,13.2,7.4,217.0,114.0,185.0,0.6,6.1,16.01,0,0,0,1
69.0,25.9,24.9,27.0,64.4,742.0,40120.0,13.8,7.7,238.0,52.0,167.0,4.6,6.5,16.58,0,1,0,0
74.0,,,,,,,14.5,4.3,243.0,84.0,184.0,3.1,6.3,23.3,1,0,0,0
62.0,24.5,23.0,26.2,66.8,706.0,46540.0,15.9,9.5,175.0,115.0,186.0,2.0,6.8,13.49,0,0,0,1
66.0,,,,,,,15.5,7.1,205.0,100.0,242.0,0.0,6.6,21.73,0,1,0,0
85.0,25.1,23.7,26.7,65.8,831.0,34870.0,12.8,5.2,,,,3.1,6.0,22.66,0,1,0,0
64.0,27.3,25.4,29.6,63.4,861.0,29240.0,15.7,4.5,249.0,76.0,154.0,1.2,5.9,19.22,0,1,0,0
82.0,25.8,24.1,27.0,84.3,552.0,30475.0,16.0,8.3,156.0,84.0,191.0,0.2,6.2,13.85,1,0,0,0
74.0,,,,,,,15.6,9.4,170.0,71.0,195.0,2.5,6.5,13.4,0,0,1,0
71.0,25.8,23.3,28.6,72.1,1124.0,33659.0,10.4,7.2,206.0,92.0,173.0,1.7,6.3,13.28,0,0,1,0
62.0,24.0,22.7,25.0,80.0,747.0,28849.0,10.0,5.4,161.0,101.0,241.0,3.1,6.6,21.45,1,0,0,0
77.0,25.6,23.8,26.7,80.7,582.0,19768.0,10.0,6.6,190.0,59.0,156.0,2.3,7.1,18.69,0,1,0,0
80.0,25.2,23.2,27.9,84.9,778.0,21886.0,10.0,8.4,197.0,57.0,190.0,2.2,6.3,12.68,0,0,0,1
65.0,23.3,20.2,25.8,73.6,666.0,33438.0,13.0,6.6,,,,3.2,6.0,18.37,1,0,0,0
83.0,21.5,18.0,23.3,65.8,618.0,41337.0,15.9,4.8,178.0,61.0,228.0,0.0,6.6,24.32,0,0,0,1
86.0,23.9,21.7,25.3,81.3,865.0,20683.0,10.0,6.4,221.0,85.0,242.0,1.2,6.7,19.2,0,1,0,0
82.0,25.4,24.2,27.0,75.4,860.0,34446.0,12.2,7.3,151.0,93.0,192.0,1.5,6.4,17.83,0,0,0,1
82.0,24.8,21.9,27.7,70.6,772.0,29270.0,10.0,5.8,203.0,100.0,239.0,0.0,6.1,22.74,0,0,1,0
65.0,25.6,23.0,28.5,73.4,,26665.0,11.1,5.7,165.0,67.0,150.0,1.3,7.1,17.19,1,0,0,0
69.0,27.6,24.1,31.0,65.5,908.0,40494.0,14.1,7.3,249.0,105.0,164.0,1.9,6.0,17.39,1,0,0,0
76.0,,,,,,,10.0,6.0,236.0,78.0,190.0,0.0,7.0,19.6,0,0,1,0
90.0,25.4,22.8,26.6,63.6,1045.0,17836.0,10.0,6.7,200.0,96.0,224.0,4.3,6.4,20.57,0,1,0,0
85.0,24.3,22.5,26.5,76.9,1021.0,37718.0,12.3,7.0,229.0,109.0,192.0,0.0,6.3,23.15,0,0,1,0
80.0,25.8,22.9,27.9,83.9,938.0,26988.0,10.0,7.6,161.0,58.0,195.0,3.0,6.6,12.79,0,1,0,0
81.0,28.8,25.0,32.3,71.4,449.0,26555.0,10.0,5.4,195.0,119.0,230.0,1.2,,21.21,0,0,0,1
70.0,,,,,,,15.4,8.4,193.0,120.0,159.0,2.2,5.8,13.35,0,0,0,1
85.0,,,,,,,10.3,7.1,156.0,84.0,247.0,0.4,7.1,14.73,0,0,1,0
85.0,23.9,20.5,24.9,74.9,656.0,34036.0,13.9,7.0,171.0,110.0,200.0,2.9,6.3,20.69,0,0,0,1
67.0,28.7,26.4,30.9,73.7,669.0,25012.0,10.0,8.8,197.0,88.0,233.0,2.3,7.4,11.59,0,0,1,0
76.0,25.0,22.4,27.0,79.6,811.0,26740.0,10.3,9.7,,,,0.0,6.7,16.7,0,1,0,0
89.0,20.2,19.1,23.6,68.9,748.0,26791.0,13.6,4.6,232.0,65.0,250.0,3.6,6.7,17.3,0,0,1,0
85.0,24.4,22.1,26.8,66.2,752.0,36938.0,14.6,10.3,172.0,60.0,165.0,1.5,6.7,15.8,0,0,0,1
76.0,22.8,21.4,24.6,74.8,839.0,22932.0,10.0,4.5,156.0,116.0,217.0,1.5,6.6,18.5,1,0,0,0
63.0,29.4,28.0,30.8,72.5,714.0,18553.0,10.0,7.5,226.0,83.0,190.0,1.1,5.7,16.62,1,0,0,0
87.0,22.7,20.1,26.1,82.1,881.0,29043.0,12.9,6.8,155.0,73.0,214.0,0.9,6.9,15.38,0,0,0,1
75.0,25.0,23.0,27.2,76.0,974.0,28429.0,11.2,9.1,208.0,64.0,247.0,2.5,,13.59,1,0,0,0
64.0,26.8,25.2,29.0,76.3,800.0,30417.0,11.9,11.4,229.0,115.0,198.0,3.3,7.6,13.74,0,0,0,1
75.0,23.0,21.7,25.5,73.2,916.0,24741.0,10.0,7.6,230.0,76.0,240.0,0.0,6.6,17.96,0,0,0,1
80.0,21.8,20.7,22.9,75.8,830.0,26845.0,10.0,6.3,,,,1.1,5.9,18.48,0,0,0,1
68.0,18.9,17.7,19.9,62.0,412.0,25921.0,10.9,4.2,175.0,90.0,150.0,0.3,6.3,15.15,0,0,1,0
73.0,24.3,22.6,25.9,76.9,978.0,23352.0,10.0,7.4,162.0,84.0,191.0,0.0,,17.9,1,0,0,0
60.0,26.1,24.8,27.3,84.6,675.0,16060.0,10.0,11.6,185.0,93.0,180.0,3.3,6.9,10.01,0,0,0,1
62.0,,,,,,,14.2,8.3,195.0,67.0,221.0,0.9,6.6,17.83,1,0,0,0
80.0,22.6,21.2,24.0,69.7,856.0,24696.0,10.0,7.2,173.0,103.0,237.0,3.1,,13.49,0,0,0,1
77.0,24.6,23.3,25.8,81.5,767.0,34530.0,15.7,6.0,,,,4.9,6.1,20.68,0,0,1,0
83.0,,,,,,,13.2,5.9,157.0,84.0,240.0,0.0,6.0,17.42,0,0,1,0
71.0,27.8,26.3,29.0,65.9,889.0,23928.0,10.0,9.5,230.0,55.0,224.0,4.3,6.9,12.56,0,0,0,1
61.0,24.4,22.1,27.0,74.4,913.0,17365.0,10.0,5.1,227.0,104.0,225.0,2.0,7.0,18.36,0,0,1,0
78.0,24.2,20.9,25.6,74.2,700.0,19966.0,10.0,8.1,233.0,75.0,199.0,0.0,6.7,15.74,0,0,1,0
90.0,24.5,23.1,26.7,65.0,986.0,26155.0,11.6,7.5,233.0,102.0,239.0,5.2,6.0,18.13,0,0,1,0
66.0,24.8,22.9,26.1,73.6,618.0,37861.0,15.9,5.9,159.0,83.0,197.0,0.1,6.1,21.85,0,0,1,0
67.0,23.6,22.6,26.0,80.0,910.0,38489.0,15.5,6.0,206.0,114.0,191.0,,6.4,21.53,0,0,1,0
79.0,24.9,23.4,27.3,67.6,748.0,25635.0,13.4,7.0,245.0,65.0,226.0,5.2,7.6,15.94,1,0,0,0
82.0,23.5,22.0,24.8,81.0,642.0,16696.0,10.0,6.5,157.0,55.0,217.0,2.6,7.0,16.76,0,0,1,0
72.0,21.8,19.4,24.2,64.5,718.0,24309.0,10.0,8.4,151.0,119.0,214.0,3.6,6.5,11.7,0,0,0,1
85.0,25.6,22.8,27.0,67.1,852.0,34892.0,15.2,8.7,224.0,93.0,201.0,0.9,6.1,16.3,0,0,0,1
60.0,27.5,26.4,28.7,86.6,666.0,38326.0,15.2,6.8,232.0,50.0,198.0,1.3,6.1,18.48,0,0,0,1
66.0,25.9,23.6,28.2,76.2,785.0,34116.0,10.2,7.4,165.0,93.0,205.0,0.7,6.9,14.64,0,0,1,0
70.0,23.4,20.0,25.2,76.6,834.0,43258.0,15.0,6.8,240.0,113.0,213.0,0.9,7.1,20.06,0,0,1,0
77.0,27.0,23.6,29.2,73.1,744.0,34432.0,13.5,5.6,242.0,57.0,211.0,3.3,6.2,21.5,1,0,0,0
77.0,21.7,19.1,23.5,70.5,926.0,25035.0,10.6,8.1,189.0,118.0,182.0,0.3,6.8,14.03,0,1,0,0
75.0,27.8,24.9,29.2,76.3,585.0,47171.0,15.5,4.7,176.0,114.0,240.0,1.1,6.3,25.44,1,0,0,0
64.0,27.9,26.4,29.0,73.9,760.0,34161.0,13.0,9.1,,,,4.8,6.1,11.87,0,0,0,1
75.0,27.5,25.7,29.6,79.4,712.0,17258.0,10.0,5.8,206.0,92.0,192.0,1.5,6.6,15.28,0,1,0,0
83.0,23.1,20.5,25.0,75.2,671.0,30537.0,15.5,8.4,171.0,94.0,152.0,2.2,6.4,13.45,0,1,0,0
62.0,24.9,21.8,28.2,76.8,780.0,27903.0,12.9,10.4,,,,0.0,6.3,15.47,1,0,0,0
86.0,26.6,23.7,29.6,83.7,886.0,38557.0,12.7,7.8,249.0,83.0,222.0,0.5,5.5,15.87,0,1,0,0
70.0,,,,,,,10.0,7.2,235.0,109.0,152.0,0.9,6.5,18.83,0,0,0,1
70.0,25.6,23.2,27.5,79.3,726.0,23165.0,10.1,6.4,153.0,84.0,212.0,0.2,6.7,16.38,0,0,0,1
75.0,26.4,25.1,28.7,71.3,893.0,18753.0,10.0,8.4,176.0,105.0,248.0,0.7,6.9,9.32,0,1,0,0
64.0,20.2,18.7,22.1,73.0,751.0,29961.0,14.4,7.3,163.0,97.0,237.0,2.6,6.4,12.89,0,1,0,0
88.0,24.4,22.8,25.7,80.6,585.0,27279.0,10.5,7.5,160.0,88.0,220.0,3.7,6.0,15.27,1,0,0,0
85.0,25.4,23.2,27.5,85.3,949.0,19293.0,10.0,7.0,202.0,113.0,216.0,0.4,7.9,16.62,1,0,0,0
88.0,28.3,27.3,29.7,73.1,1013.0,23793.0,10.7,5.6,234.0,65.0,196.0,0.2,6.4,19.56,1,0,0,0
79.0,23.7,22.1,25.0,85.8,932.0,30131.0,15.0,10.8,202.0,111.0,154.0,1.6,6.7,14.41,0,1,0,0
66.0,24.2,23.2,26.6,72.2,1013.0,37361.0,15.6,4.7,,,,2.4,5.9,19.85,0,0,0,1
83.0,24.3,22.8,26.3,86.3,791.0,21194.0,10.9,6.1,236.0,53.0,217.0,4.3,7.1,16.19,1,0,0,0
63.0,30.1,28.6,31.4,65.4,798.0,41683.0,14.5,9.9,158.0,99.0,214.0,0.7,6.5,13.91,0,0,0,1
60.0,25.0,21.6,27.0,80.6,546.0,28248.0,11.2,8.0,151.0,81.0,151.0,1.1,6.0,9.95,0,0,0,1
68.0,26.9,23.0,29.5,66.8,751.0,14010.0,10.0,10.1,215.0,70.0,182.0,0.8,6.3,8.34,1,0,0,0
86.0,26.4,24.7,28.9,67.7,767.0,43562.0,16.2,9.4,,,,1.4,6.6,14.0,0,0,0,1
80.0,24.5,22.8,25.6,86.1,951.0,25848.0,15.0,10.3,,,,2.8,7.1,12.48,0,1,0,0
68.0,25.9,23.3,27.1,76.4,953.0,31534.0,14.1,6.7,194.0,56.0,180.0,0.0,5.9,18.1,0,0,1,0
71.0,27.1,25.9,29.3,77.5,764.0,44074.0,15.5,7.1,207.0,78.0,199.0,1.6,6.2,16.97,0,1,0,0
87.0,27.0,25.6,28.2,68.7,832.0,34630.0,15.2,5.3,224.0,98.0,217.0,2.8,6.1,22.38,0,0,0,1
70.0,23.5,21.1,25.2,67.1,819.0,32925.0,15.1,4.1,,,,0.0,6.3,20.43,1,0,0,0
63.0,27.4,26.1,28.4,62.3,634.0,26661.0,11.7,6.7,237.0,66.0,198.0,5.5,7.2,9.64,0,0,0,1
62.0,24.5,23.0,27.0,61.1,406.0,29367.0,12.2,7.5,229.0,103.0,188.0,0.0,7.0,17.0,1,0,0,0
70.0,22.8,20.2,25.0,66.2,842.0,30032.0,12.2,7.5,,,,0.8,7.1,19.42,1,0,0,0
79.0,,,,,,,10.0,7.4,244.0,100.0,210.0,0.0,6.6,16.89,0,0,0,1
83.0,22.9,20.8,25.0,72.6,735.0,17015.0,10.0,4.9,214.0,117.0,240.0,0.6,6.4,21.37,1,0,0,0
63.0,25.0,23.7,26.0,82.7,836.0,24205.0,10.0,8.0,156.0,89.0,213.0,0.0,5.9,15.51,1,0,0,0
82.0,26.7,25.0,28.3,75.6,741.0,43180.0,16.0,8.0,167.0,91.0,199.0,1.0,,19.84,0,1,0,0
78.0,27.6,25.7,28.7,75.6,791.0,23926.0,10.0,7.7,229.0,60.0,207.0,1.5,6.5,15.52,1,0,0,0
86.0,23.8,21.6,24.9,71.6,797.0,30099.0,11.6,8.7,181.0,78.0,220.0,0.0,6.5,14.59,0,1,0,0
71.0,24.8,23.4,26.6,81.2,734.0,19291.0,10.9,6.7,172.0,111.0,217.0,0.6,6.3,16.64,0,1,0,0
60.0,27.3,26.3,28.5,66.4,760.0,37467.0,16.0,10.5,184.0,53.0,185.0,3.0,6.8,14.86,0,0,0,1
73.0,27.8,26.1,29.5,67.9,794.0,29773.0,11.3,6.9,167.0,118.0,228.0,5.7,7.0,14.88,1,0,0,0
77.0,25.6,22.2,28.2,83.2,906.0,28691.0,10.0,8.6,237.0,82.0,219.0,3.6,6.1,13.03,1,0,0,0
88.0,24.3,21.6,25.6,58.0,,41077.0,14.8,4.6,207.0,112.0,171.0,0.6,5.8,25.67,0,1,0,0
61.0,24.9,23.3,26.5,87.7,796.0,28485.0,11.8,5.1,193.0,95.0,216.0,2.8,6.7,23.28,0,1,0,0
82.0,23.0,20.2,24.6,81.0,870.0,16228.0,10.0,5.5,168.0,113.0,190.0,0.5,5.5,16.93,1,0,0,0
77.0,24.6,22.1,27.6,58.4,544.0,36898.0,16.0,8.7,239.0,88.0,240.0,1.3,6.4,14.33,1,0,0,0
76.0,23.6,21.3,25.6,72.9,608.0,29337.0,14.8,6.7,235.0,98.0,214.0,0.0,6.8,18.62,1,0,0,0
62.0,21.4,18.3,23.7,61.9,760.0,42533.0,15.3,7.4,,,,3.6,5.0,14.72,0,1,0,0
83.0,26.0,24.8,27.3,83.3,646.0,26019.0,10.0,5.5,242.0,113.0,200.0,2.5,,18.54,0,0,0,1
77.0,25.2,24.2,26.3,80.0,816.0,35391.0,15.9,8.3,246.0,109.0,222.0,1.4,6.0,12.4,0,0,1,0
85.0,23.8,22.4,24.8,83.3,806.0,19725.0,10.0,7.9,,,,0.0,7.0,16.43,0,0,1,0
61.0,23.5,21.9,25.2,73.2,790.0,25491.0,16.0,8.2,151.0,72.0,202.0,0.0,,14.09,0,0,1,0
73.0,23.8,22.7,26.9,84.2,858.0,30238.0,10.4,6.0,217.0,117.0,172.0,1.0,6.7,20.43,0,1,0,0
70.0,,,,,,,12.4,7.3,209.0,50.0,152.0,4.6,6.8,14.72,0,0,0,1
82.0,25.8,24.7,27.0,78.0,982.0,26497.0,12.6,4.4,201.0,90.0,156.0,4.8,6.4,21.18,0,0,1,0
81.0,28.2,26.6,29.5,61.0,947.0,23654.0,10.0,5.8,236.0,53.0,198.0,1.4,5.8,21.2,0,1,0,0
84.0,23.4,21.9,24.7,75.0,701.0,15146.0,10.0,7.5,219.0,59.0,204.0,4.4,6.5,11.11,0,0,0,1
79.0,23.1,21.7,24.4,85.5,784.0,16745.0,10.0,7.3,244.0,73.0,169.0,3.6,5.9,12.67,1,0,0,0
81.0,25.8,24.1,27.7,76.0,759.0,34328.0,16.0,8.7,211.0,91.0,172.0,0.6,6.6,15.94,0,0,1,0
61.0,27.5,26.4,28.6,81.7,933.0,24562.0,10.0,5.7,154.0,107.0,151.0,0.8,6.1,13.91,1,0,0,0
67.0,24.1,21.3,25.7,81.6,656.0,18030.0,10.0,7.3,225.0,73.0,247.0,0.0,6.3,18.21,1,0,0,0
80.0,24.1,22.2,25.6,64.6,798.0,26245.0,12.9,8.9,177.0,73.0,212.0,4.0,5.5,13.37,1,0,0,0
83.0,25.9,24.7,27.6,73.0,853.0,17190.0,10.0,6.2,191.0,103.0,243.0,2.3,6.9,15.57,0,0,1,0
84.0,25.7,24.4,27.1,73.9,868.0,24622.0,13.0,6.0,175.0,78.0,204.0,0.0,6.5,21.97,0,1,0,0
61.0,23.1,21.2,24.1,73.3,606.0,38133.0,15.4,5.6,209.0,91.0,246.0,0.5,6.9,25.22,0,0,1,0
80.0,23.0,21.2,25.6,66.8,621.0,36574.0,15.0,5.9,188.0,78.0,196.0,3.9,6.2,21.44,1,0,0,0
81.0,25.7,24.0,28.1,84.7,753.0,17228.0,10.0,7.2,182.0,96.0,246.0,4.9,6.7,14.81,0,1,0,0
71.0,24.9,23.9,26.3,80.5,662.0,40263.0,15.6,7.6,187.0,111.0,170.0,0.9,7.1,17.15,0,0,0,1
90.0,,,,,,,15.1,5.8,164.0,57.0,239.0,1.1,7.0,20.78,1,0,0,0
75.0,24.3,23.2,25.9,77.4,990.0,36383.0,15.7,10.1,227.0,96.0,165.0,3.5,5.6,14.47,0,0,1,0
66.0,24.0,22.7,26.6,84.4,1042.0,37276.0,15.7,8.2,231.0,93.0,221.0,0.5,5.9,16.09,0,0,1,0
81.0,22.0,20.8,23.4,67.8,840.0,31182.0,15.7,7.4,247.0,98.0,179.0,3.9,6.3,19.53,0,0,0,1
77.0,25.1,23.3,26.8,77.5,849.0,25661.0,10.5,7.4,,,,1.6,,16.19,1,0,0,0
67.0,26.8,25.5,27.9,86.0,574.0,35653.0,12.1,4.6,223.0,95.0,239.0,0.4,6.7,22.49,0,0,0,1
70.0,22.0,19.8,25.6,70.6,868.0,17187.0,10.0,6.3,154.0,93.0,163.0,1.2,6.2,16.1,0,0,0,1
61.0,24.8,22.8,25.9,72.8,1019.0,20705.0,10.0,7.0,184.0,67.0,178.0,1.2,6.1,19.13,0,0,1,0
75.0,27.3,23.9,29.4,65.7,718.0,36052.0,13.4,9.6,151.0,85.0,186.0,5.1,5.4,14.3,0,0,1,0
65.0,24.5,23.3,26.4,80.8,709.0,27597.0,10.0,10.0,247.0,76.0,211.0,4.4,6.7,15.48,0,1,0,0
60.0,27.2,25.8,30.0,81.8,1042.0,33609.0,16.0,9.7,162.0,66.0,211.0,2.4,5.5,12.46,1,0,0,0
82.0,28.1,26.6,29.7,72.3,1161.0,41673.0,13.7,8.0,170.0,114.0,203.0,1.4,7.3,10.83,0,0,0,1
61.0,26.7,23.3,29.1,67.1,855.0,43792.0,15.9,8.5,237.0,67.0,173.0,1.4,6.2,17.38,0,1,0,0
70.0,25.6,24.0,27.8,68.9,688.0,15873.0,10.0,5.6,233.0,102.0,226.0,2.0,6.6,18.79,0,0,0,1
70.0,23.5,22.3,24.9,71.0,854.0,39875.0,15.9,6.0,,,,,6.9,18.03,0,1,0,0
64.0,25.3,22.2,28.4,71.8,740.0,24958.0,13.5,5.7,214.0,115.0,228.0,,6.2,20.41,0,0,1,0
82.0,23.8,20.9,25.9,75.7,777.0,28835.0,10.0,10.2,201.0,68.0,213.0,0.8,6.8,12.75,0,0,1,0
78.0,22.9,21.5,24.2,82.3,785.0,44718.0,15.9,5.7,210.0,58.0,225.0,1.0,6.4,26.79,1,0,0,0
63.0,26.5,25.0,29.1,82.3,675.0,43423.0,15.4,10.3,201.0,81.0,250.0,1.1,7.5,16.29,0,0,0,1
73.0,28.4,26.8,29.6,75.4,945.0,43496.0,16.0,8.5,209.0,65.0,209.0,0.0,6.0,13.23,0,0,0,1
76.0,22.8,21.6,24.1,70.7,945.0,42220.0,15.9,7.9,190.0,115.0,208.0,2.8,6.0,14.19,1,0,0,0
